loco id,manufacture year,cycle,totalcycles,days since service,engine temp   (C),oil pressure (bar),vibration    (mms),fuel efficiency (%),coolant temp (C),bearing temp  (C),RPM,exhaust temp (C),turbo pressure (bar),load factor (%),battery voltage (V),brake pressure (bar),RU,failure label,risk category,risk encoded,loco age,engine temp   (C)_roll5_mean,engine temp   (C)_roll5_std,oil pressure (bar)_roll5_mean,oil pressure (bar)_roll5_std,vibration    (mms)_roll5_mean,vibration    (mms)_roll5_std,fuel efficiency (%)_roll5_mean,fuel efficiency (%)_roll5_std,coolant temp (C)_roll5_mean,coolant temp (C)_roll5_std,bearing temp  (C)_roll5_mean,bearing temp  (C)_roll5_std,RPM_roll5_mean,RPM_roll5_std,exhaust temp (C)_roll5_mean,exhaust temp (C)_roll5_std,turbo pressure (bar)_roll5_mean,turbo pressure (bar)_roll5_std,load factor (%)_roll5_mean,load factor (%)_roll5_std,battery voltage (V)_roll5_mean,battery voltage (V)_roll5_std,brake pressure (bar)_roll5_mean,brake pressure (bar)_roll5_std,engine temp   (C)_roll10_mean,engine temp   (C)_roll10_std,oil pressure (bar)_roll10_mean,oil pressure (bar)_roll10_std,vibration    (mms)_roll10_mean,vibration    (mms)_roll10_std,fuel efficiency (%)_roll10_mean,fuel efficiency (%)_roll10_std,coolant temp (C)_roll10_mean,coolant temp (C)_roll10_std,bearing temp  (C)_roll10_mean,bearing temp  (C)_roll10_std,RPM_roll10_mean,RPM_roll10_std,exhaust temp (C)_roll10_mean,exhaust temp (C)_roll10_std,turbo pressure (bar)_roll10_mean,turbo pressure (bar)_roll10_std,load factor (%)_roll10_mean,load factor (%)_roll10_std,battery voltage (V)_roll10_mean,battery voltage (V)_roll10_std,brake pressure (bar)_roll10_mean,brake pressure (bar)_roll10_std,engine temp   (C)_lag1,oil pressure (bar)_lag1,vibration    (mms)_lag1,fuel efficiency (%)_lag1,coolant temp (C)_lag1,bearing temp  (C)_lag1,RPM_lag1,exhaust temp (C)_lag1,turbo pressure (bar)_lag1,load factor (%)_lag1,battery voltage (V)_lag1,brake pressure (bar)_lag1,loco type_WAG9,loco type_WAP5,loco type_WAP7,loco type_WDG4,loco type_WDP4B,zone_CR,zone_ER,zone_NR,zone_SR,zone_WR,degradation
WAG9-1006,2019,1,137,0.11009174311926606,0.18140634837758562,0.9331705828501679,0.15967423494570582,0.8198233632495442,0.2241617770326907,0.10661114469295008,0.6967537498342322,0.1886609615724586,0.9565217391304348,0.647007732825283,0.815099457504521,0.7546848381601362,136,0,Low,0,0.09999999999999998,0.1739877046546665,0.0,0.9310054418243067,0.0,0.11041260142860923,0.0,0.8216872887142168,0.0,0.20423350421696695,0.0,0.09243385998239351,0.0,0.7414226680803635,0.0,0.1096501038504556,0.0,0.961453024957533,0.0,0.796613412417488,0.0,0.8310563786800076,0.0,0.8049201553733277,0.0,0.19394351820347056,0.0,0.9260390985798118,0.0,0.11863313379312962,0.0,0.8067089984339955,0.0,0.2265771588208314,0.0,0.10120909782700593,0.0,0.7153036007041642,0.0,0.12088056285287285,0.0,0.9587008259834804,0.0,0.796613412417488,0.0,0.8142231438183698,0.0,0.7902454870295605,0.0,0.19164192663973667,0.9331705828501679,0.15967423494570582,0.8089116420174438,0.24033881549384373,0.1164815811359523,0.6506619388194048,0.1922830526119106,0.9565217391304348,0.647007732825283,0.7984559789750332,0.7546848381601362,1,0,0,0,0,0,1,0,0,0,0.007299270072992692
WAG9-1006,2019,2,137,0.11926605504587157,0.14826701884242688,0.9011290814769607,0.14091806515301086,0.8447455930203458,0.17803855825649628,0.17966283833702734,0.7160665303302092,0.24876087710912786,0.8903309539260222,0.4768295416339796,0.7365883062085596,0.7400340715502552,135,0,Low,0,0.09999999999999998,0.15472713901166002,0.13159364174720253,0.9139997408655091,0.10121307768438648,0.10034699841952369,0.07920644101964965,0.8361962730436812,0.09900078539385367,0.1766590996787789,0.22211650997099514,0.1344293605564051,0.34492596838349865,0.7570945364253419,0.06288141039381949,0.14631330883527705,0.25802552425928943,0.9281327583954004,0.2564320041236668,0.6513441117382577,0.31513956625505885,0.7809313065229944,0.35576901089070107,0.7956409149762623,0.04670357002238063,0.17247382946421297,0.15050629201484098,0.9078092989339906,0.11624388519704702,0.10781811799751445,0.07964967543451165,0.8224367392805405,0.10714834742505815,0.19598604567123923,0.23243085193471405,0.1471914545813251,0.38977168309756616,0.7325584948394335,0.06288141039381949,0.16129884517935222,0.25802552425928943,0.9230015399692006,0.24805657422674243,0.6513441117382577,0.31513956625505885,0.7591037007257571,0.36122844282040806,0.7802682259037539,0.05641751303042827,0.19164192663973667,0.9331705828501679,0.15967423494570582,0.8089116420174438,0.24033881549384373,0.1164815811359523,0.6506619388194048,0.1922830526119106,0.9565217391304348,0.647007732825283,0.7984559789750332,0.7546848381601362,1,0,0,0,0,0,1,0,0,0,0.014598540145985384
WAG9-1006,2019,3,137,0.12844036697247707,0.11130392051474991,0.8956362526701253,0.0904491609081935,0.9055672757178108,0.21431265716680636,0.16002865650256348,0.7252273631458825,0.22067190906769474,0.9506813757300456,0.406617729463185,0.8033453887884265,0.7185689948892674,134,0,Low,0,0.09999999999999998,0.13398499139611442,0.19693572012490076,0.9063876651982378,0.09055851527526927,0.07893551833440751,0.2138196173404421,0.8646383231472075,0.24778296330026922,0.1819250884903274,0.16542931210414918,0.14090307701019866,0.2524435249110935,0.7672743598341034,0.06692936345377952,0.1471108270756778,0.1825810488859379,0.937279498235986,0.2007771625106559,0.5629643802417168,0.32372048590149394,0.7926367776281182,0.2713659652693291,0.783484390735146,0.081890613683477,0.14935262620655076,0.22523933989311765,0.8996492933782424,0.10400705021637087,0.0848124922919295,0.21501613888285553,0.8532679251867998,0.2681749940880365,0.20182814678916072,0.17311129169264441,0.15427975536202498,0.2852650905143811,0.7437665889458511,0.06692936345377952,0.1621780459315607,0.1825810488859379,0.9328013439731206,0.1942194980129732,0.5629643802417168,0.32372048590149394,0.7719754836616515,0.27553019534579937,0.7671972403978529,0.09892316074217386,0.15663276066254617,0.9011290814769607,0.14091806515301086,0.8353431930223736,0.19088703154489095,0.19629665867619006,0.6729101588411952,0.2535368229986923,0.8903309539260222,0.4768295416339796,0.7128777923784497,0.7400340715502552,1,0,0,0,0,0,1,0,0,0,0.021897810218978075
WAG9-1006,2019,4,137,0.13761467889908258,0.13183556258542062,0.9218797680805616,0.0682379072063179,0.8913362176851289,0.12472757753562425,0.1253274229296797,0.8245133416624206,0.2067780185819328,0.8942245295262816,0.7524375210131122,0.8209764918625679,0.8238500851788756,133,0,Low,0,0.09999999999999998,0.12958040884522304,0.1663340175336223,0.9095458668048716,0.07857393167636487,0.062269881773312025,0.25470727346777555,0.8747168978667426,0.22447635099762925,0.1577792143361847,0.3064382213670058,0.13416552121783099,0.22047630642093846,0.8126483928263966,0.263203951729766,0.14327168876817353,0.15389582083366982,0.9276427544753691,0.19461489495242998,0.6663756816225006,0.41293548132952745,0.8041177602462959,0.24974684848822779,0.8107466551575312,0.20524687281359177,0.14444285262322198,0.19023955779724613,0.9030348275981804,0.09024267715432766,0.06690605166541758,0.25613259984102565,0.8641931014563395,0.24295029529024859,0.17504065379643885,0.32066817935772807,0.1469025675713762,0.2491416388263305,0.7937238830308999,0.263203951729766,0.1579456997395856,0.15389582083366982,0.9224765504689907,0.18825849877972253,0.6663756816225006,0.41293548132952745,0.7846004104864477,0.2535793237101892,0.7965102788992526,0.24793646643857192,0.11758407553414152,0.8956362526701253,0.0904491609081935,0.899848312476299,0.22977891614990575,0.174844674918057,0.68346338933581,0.22490857646210927,0.9506813757300456,0.406617729463185,0.7856438896189224,0.7185689948892674,1,0,0,0,0,0,1,0,0,0,0.029197080291970767
WAG9-1006,2019,5,137,0.14678899082568808,0.1134538306792181,0.94995422642661,0.15486179664363275,0.9096077519934216,0.1806999161777032,0.22569234557951057,0.6514835314399781,0.14483169535582618,0.8436080467229072,0.552196570660092,0.7735081374321879,0.7362862010221466,132,0,Low,0,0.09999999999999998,0.12266427709509964,0.1622724942329141,0.9174008810572686,0.10047134368493761,0.07086537697449166,0.24514105852640392,0.8850189012306617,0.22393219506600048,0.15667673927968284,0.2657544944708891,0.15320185125124208,0.31236683775031127,0.7837089597549598,0.2926849307566376,0.1258523725834797,0.2352342428045984,0.9116686266823468,0.25727356577417787,0.6600497464842632,0.3582702833685858,0.7988839715220317,0.22412039932547967,0.8049201553733277,0.1836972267139898,0.13673346346471815,0.18559431199505322,0.9114552588631551,0.11539199882177496,0.07614150594351532,0.2465128529440782,0.8753604744046255,0.2423613564390707,0.1738175652198084,0.2780952373302377,0.16774611764042735,0.35297936152616977,0.7618612586781142,0.2926849307566376,0.13874228204114258,0.2352342428045984,0.905361892762145,0.24887064929018773,0.6600497464842632,0.3582702833685858,0.7788451365819595,0.22755962541521943,0.7902454870295605,0.22190467831096616,0.13927418439026007,0.9218797680805616,0.0682379072063179,0.8847554038680316,0.13372876786195742,0.13693067853823204,0.7978403065060165,0.21074793796545954,0.8942245295262816,0.7524375210131122,0.8048620236530883,0.8238500851788756,1,0,0,0,0,0,1,0,0,0,0.03649635036496346
WAG9-1006,2019,6,137,0.1559633027522936,0.03406071960564505,0.8355202929508699,0.14104146100691023,0.8734937605034507,0.12384744341994947,0.11366333087066516,0.7582796479448324,0.1730843520222094,0.809214795587281,0.6246777989465424,0.8306208559373118,0.9332197614991481,131,0,Low,0,0.09999999999999998,0.0884093878745904,0.24634131441845047,0.8966701217932106,0.18885237345498077,0.06686562419982872,0.22433754329369937,0.8975170277606619,0.14920274019097265,0.1326878843002539,0.26729098554241076,0.15482349791759975,0.2995109471635297,0.8036796889867617,0.29107061728547945,0.12205144591787809,0.2468538057090109,0.8820070560564484,0.2951893212675758,0.6524251411078166,0.35059428558470473,0.8028477968058496,0.24543648763303266,0.8501510574018128,0.404115216572406,0.11444862960774205,0.31744421387730803,0.89536673727097,0.2054903342608783,0.07964215579314865,0.22496422419460768,0.8752085373577101,0.21678200105058962,0.16043308454599803,0.30478721694540484,0.15813627951109988,0.34580614251964575,0.7724249705195119,0.2701437108002716,0.13227347810936863,0.222225599966596,0.8877689112884408,0.30721443260208314,0.6764565196594283,0.3263226100707826,0.7883737824703942,0.2304895085446492,0.8307732764088047,0.4437886693434607,0.11985529112116944,0.94995422642661,0.15486179664363275,0.9041334850208571,0.19374045115484861,0.24658774032581587,0.5985108889237312,0.14761231081333603,0.8436080467229072,0.552196570660092,0.7531208935611038,0.7362862010221466,1,0,0,0,0,0,1,0,0,0,0.04379562043795615
WAG9-1006,2019,7,137,0.1651376146788991,0.1061134231176768,0.8245346353371988,0.18373642645607108,0.7787749848035186,0.14432103939647933,0.15628987843374298,0.67372777843697,0.25714173470657187,0.8124594419208306,0.3875938585677461,0.7224231464737794,0.7471890971039182,130,0,Low,0,0.09999999999999998,0.07860952639357977,0.2120925084782944,0.8804094324954649,0.24258488297815828,0.07605710905286209,0.282956795850374,0.8821545737647591,0.30263021927389677,0.1246247826370197,0.2669597352428999,0.1494488975376711,0.29118458976896183,0.7899369273849333,0.31760477222662614,0.12409650103850467,0.2629992228047726,0.8663269306154449,0.3296613960320931,0.6219554194967958,0.40008889106228973,0.7992303251876081,0.27981733928619473,0.8519637462235653,0.39981961024845164,0.1118680789531954,0.2917551602249451,0.8820891598418598,0.24551475809921536,0.08917644603401992,0.24378436049116925,0.8580215991298976,0.2952063543254095,0.15475247347823728,0.2897116146276621,0.1589381842193207,0.31593241210436257,0.7583869395533505,0.2645274857032234,0.14380436476938385,0.2451916829656733,0.8757024859502809,0.3213326990196549,0.6303521887086418,0.3517813527472595,0.7734767718475206,0.2786229620248323,0.823525122146868,0.412314183679841,0.035982544085916945,0.8355202929508699,0.14104146100691023,0.8658323852863101,0.13278511728228626,0.1241866836260459,0.72153944496038,0.17640738862344207,0.809214795587281,0.6246777989465424,0.8153745072273328,0.9332197614991481,1,0,0,0,0,0,1,0,0,0,0.051094890510948954
WAG9-1006,2019,8,137,0.1743119266055046,0.17699903254042582,0.9414098260604212,0.1013079960513327,0.8678800014302577,0.20720871751885994,0.16931963194304522,0.7850223000844543,0.2023387830732868,0.8027255029201819,0.7000168104897453,0.7093128390596748,0.6057921635434412,129,0,Low,0,0.09999999999999998,0.093882315980379,0.2908330958278745,0.8901269759004921,0.2680246381134137,0.07838809080233447,0.27147519527365715,0.8733784076337661,0.2836239138444523,0.12292596879995576,0.2497785110386759,0.1515853526695392,0.29385581050243503,0.8093458028618299,0.3393152883061219,0.11962294296213472,0.25461867625909795,0.8365346922775381,0.2079735080857169,0.7221371854969867,0.3731174053978293,0.7752164710409852,0.35424958564524806,0.8233923176521364,0.5436047400842111,0.12141367652998891,0.3014499859863678,0.8887548178756207,0.2426784575713168,0.08444487662343825,0.23621574307860832,0.85918933311671,0.2737707156218976,0.16091954022988508,0.28412116843339613,0.16159000591866057,0.2959313143623418,0.7727172810227971,0.2662472439835163,0.1432385352368688,0.22711831711068617,0.865340193196136,0.3305169029918783,0.6624473835262608,0.3542067784095219,0.7600029622733331,0.31261667675724514,0.7940159636178015,0.5070400071509396,0.11210071218831619,0.8245346353371988,0.18373642645607108,0.7653773227152065,0.15473622719511093,0.17075974756616596,0.6241361427037981,0.26207858420308083,0.8124594419208306,0.3875938585677461,0.6974375821287779,0.7471890971039182,1,0,0,0,0,0,1,0,0,0,0.058394160583941646
WAG9-1006,2019,9,137,0.1834862385321101,0.13337121270289787,0.8999084528532196,0.17608588351431392,0.8814316873458008,0.2476110645431684,0.1003649226498311,0.694719172488885,0.22218439196223416,0.7475665152498379,0.5435671859240161,0.8357444243520193,0.7911413969335604,128,0,Low,0,0.09999999999999998,0.09423932368460508,0.2916627246283103,0.8854625550660792,0.2603774893008452,0.10153897772323126,0.1954349437696453,0.8710719579010475,0.27717042276951703,0.15231194030598671,0.3359881597403733,0.14584523827909845,0.33184863934200043,0.7672158334013002,0.2614670778087304,0.12338232944559824,0.2634468651378192,0.8070037893636481,0.1907789750613591,0.6508179470008604,0.30380525149069876,0.778987877621705,0.377263186170994,0.815105740181269,0.5307658447161467,0.12255696896014934,0.28249272608289877,0.8886921227974737,0.22700649496934697,0.09034649160255137,0.23942452348986085,0.86199803735445,0.25928603111068094,0.1716709829956713,0.3172749289621027,0.1540073090762193,0.30857612071132223,0.7659340317467045,0.2545122576967442,0.14576434151581985,0.2151856847418923,0.8506696532736011,0.37728981570685954,0.6577324957215902,0.3320397742146267,0.7692483113866491,0.3194263063764233,0.7991141635858332,0.4782187774984261,0.18698593468632896,0.9414098260604212,0.1013079960513327,0.8598786499810394,0.22216230789970348,0.1849958416907196,0.752346837448088,0.20622347382751016,0.8027255029201819,0.7000168104897453,0.6831471747700397,0.6057921635434412,1,0,0,0,0,0,1,0,0,0,0.06569343065693434
WAG9-1006,2019,10,137,0.1926605504587156,0.1329105176676546,0.709490387549588,0.175715695952616,0.8838631243966111,0.2062028499580888,0.10947679494929141,0.6907372638250053,0.25623162595184956,0.6846203763789747,0.6797041353804771,0.8138939119951778,0.6293015332197615,127,0,Low,0,0.09999999999999998,0.09876261129715158,0.2960667994963646,0.8344130603783363,0.3941646532106358,0.10601552221937707,0.206353885835584,0.8650768539026465,0.24852152735934782,0.15841063186854476,0.3448175502236594,0.1191215308344531,0.20590380519637777,0.7799572266173689,0.22236648906270204,0.15056558555679844,0.21861779891936384,0.7749901999215993,0.30252783078094303,0.6943556873624801,0.33238932432991025,0.7893015201077542,0.3937628209385556,0.7880017263703064,0.597479255226845,0.12341190960843185,0.2666736452898907,0.8669745477273517,0.37642429168650066,0.09502509273401699,0.23851846159646906,0.8645518834928669,0.24753359982594578,0.17477935760052254,0.3037556013094833,0.14908824441250235,0.30550348413463924,0.7597959095861002,0.2451141573379799,0.15236446291108496,0.22368823761584916,0.8321433571328574,0.45758964777426936,0.6772027169233712,0.32698695780288906,0.7735765218679242,0.30776462278959194,0.7811499373520814,0.5048524697632263,0.14089648123813703,0.8999084528532196,0.17608588351431392,0.8742510428517254,0.2654803630807945,0.10965706178758383,0.6483181165800298,0.22645009742946387,0.7475665152498379,0.5435671859240161,0.8209592641261501,0.7911413969335604,1,0,0,0,0,0,1,0,0,0,0.07299270072992703
